Name,Phone,URL,Square Feet Total,Neighborhood,Organization Type,Dominant Discipline,Year of Occupation,Rent vs Own,Age of Current Building,Length of Lease (Date), Year Organization Founded,Number of Past Facilities,Stages and Theaters,Stage & Theater Seats ,Gallery Space,Gallery Square Feet,ADA Compliant,Available Parking,Street Presence,Rental Space ,Alcohol Sales,Organization Mission,Funded by A&C,Funded by 4Culture,"Stability Index (5=very stable, 1=very uncertain)","Control Index (5=very in control, 1 = very out of control) ",Constituency over 50% one race,Specific Demographics and Community,Organization Leadership,Organization Artists,Closed Date,Closed?,Address,Location,Latitude,Longitude
Annex Theatre,(206) 728-0933,www.annextheatre.org,3750,Capitol Hill,Y,Performance,2007,R,1910,,1986,5,1,99,N,0,N,0,Y,Y,Y,,N,,2,,,,,,,0,1100 E Pike St Seattle WA 98122,"(47.61426, -122.317856)",47.61426,-122.317856
Columbia City Farmers Market,206-632-5234,www.seattlefarmersmarkets.org,10000,Columbia City,Y,Multi-use,1998,Other,1998,year to year - 2016,1998,1,0,0,N,,Y,0,Y,Y,Y,,N,,3,,,,,,,0,36th Ave A S Edmunds St 98118,"(47.542519, -122.269028)",47.542519,-122.269028
Theatre Off Jackson,(206) 340-1049,www.theatreoffjackson.org,16000,International District,Y,Performance,2005,R,1915,2014,2005,0,2,285,,,Y,0,Y,Y,Y,,Y,,1,,,,,,,0,409 7th Ave S Seattle WA 98104,"(47.5988665, -122.3239595)",47.5988665,-122.3239595
Flatcolor Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,77 S. Main St. Seattle WA 98104,"(47.5999356, -122.3353103)",47.5999356,-122.3353103
Central Cinema,(206) 328-3230,www.central-cinema.com,3500,Central District,N,Cinema,2005,R,1929,2025,2005,0,1,120,,,Y,0,Y,Y,Y,,N,,4,,,,,,,0,1411 21st Ave Seattle WA 98122,"(47.6132215, -122.3051662)",47.6132215,-122.3051662
ALTspace,(206) 424-7863,www.airlighttimespace.org,2500,Central District,Y,Studios,2010,R,1910,2015,2011,0,0,0,N,0,,0,Y,N,N,,N,,4,,,,,,,0,2318 E Cherry St Seattle WA 98122,"(47.6081565, -122.3018854)",47.6081565,-122.3018854
Artech,,,,Downtown,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2601 1st Ave Seattle WA 98121,"(47.615215, -122.350227)",47.615215,-122.350227
The Music Factory,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2832 E Arthur Pl Seattle WA 98112,"(47.623119, -122.295752)",47.623119,-122.295752
Kremwerk,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,1809 Minor Ave #10 Seattle WA 98101,"(47.616871, -122.331184)",47.616871,-122.331184
Twilight Artist Collective,(206) 933-2444,www.twilightart.net,1100,West Seattle,N,Visual,2006,R,1900,2018,2012,0,0,48,Y,360,,0,Y,Y,N,,N,,4,,,,,,,0,306 SW Alaska St Seattle WA 98116,"(47.5610855, -122.3854525)",47.5610855,-122.3854525
Crocodile,(206) 441-4618,www.thecrocodile.com,6400,Belltown,N,Performance,1990,R,1924,None,2008,0,2,500,N,0,Y,0,Y,N,Y,,N,,4,,,,,,,0,2200 2nd Ave Seattle WA 98121,"(47.6135576, -122.3442489)",47.6135576,-122.3442489
Cornish College of the Arts-Beebe Building,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,2014 9th Ave Seattle WA 98121,"(47.6167931, -122.3361846)",47.6167931,-122.3361846
Addison on Fourth,,,,Pioneer Square,,Live/Work,,,,,,,,,,,,,,,,,,,,,,,,,,0,308 4th Ave S Seattle WA 98104,"(47.599777, -122.328575)",47.599777,-122.328575
Lightbank Studio,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2200 N Pacific St Seattle WA 98103,"(47.649367, -122.332294)",47.649367,-122.332294
Temple of Cairo,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,507 E Mercer Seattle WA 98102,"(47.624282, -122.325052)",47.624282,-122.325052
University of Washington Department of Architecture,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Gould Hall Seattle WA 98195,"(47.6562474, -122.3092754)",47.6562474,-122.3092754
FRED Wildlife Refuge,(206) 588-6959,www.fredwildliferefuge.com,5200,Capitol Hill,Y,Multi-use,2010,R,1962,2015,2010,0,0,0,Y,1200,Y,5,Y,Y,Y,,N,,5,,,,,,,0,127 Boylston Ave E Seattle WA 98102,"(47.6219768, -122.3230383)",47.6219768,-122.3230383
University of Washington Communications Building,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Seattle WA 98105,"(47.657048, -122.305271)",47.657048,-122.305271
IsGood Woodworks,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,"4660 E Marginal Way S #7 Seattle, WA 98134","(47.560593, -122.338676)",47.560593,-122.338676
Royal Room,(206) 906-9920,www.theroyalroomseattle.com,3200,Columbia City,N,Music,2011,R,1937,2017,2011,0,0,0,N,0,Y,0,Y,N,Y,,N,,3,,,,,,,0,5000 Rainier Ave S Seattle WA 98118,"(47.556924, -122.2843057)",47.556924,-122.2843057
Southeast Seattle Senior Center,(206) 722-0317,,12840,Hillman City,Y,Community Center,1991,O,1960,0,1961,0,1,140,Y,35,Y,,N,Yes,N,"Daytime activities center for seniors, with jazz Sundays.",N,,4,4,General,General,N/A,N/A,,0,4655 S. Holly Street,"(47.542263, -122.273064)",47.542263,-122.273064
Prographica Gallery,(206) 322-3851,www.prographicadrawings.com,1200,Madrona,N,Visual,2010,O,1918,0,2010,0,0,0,Y,1000,Y,,Y,Y,N,,N,,5,,,,,,,0,3419 E Denny Way Seattle WA 98122,"(47.6182086, -122.2880059)",47.6182086,-122.2880059
Georgetown Records and Fantagraphics Books,(206) 762-5638,www.georgetownrecords.net,1200,Georgetown,N,Music,2004,R,1911,2016,2004,0,0,0,Y,500,Y,0,Y,N,N,,N,,4,,,,,,,0,1201 S Vale St Seattle WA 98108,"(47.5490859, -122.3169537)",47.5490859,-122.3169537
Design Commission Gallery,(206) 223-7709,www.designcommissiongallery.com,3200,Pioneer Square,N,Multi-use,2009,R,1895,2018,2004,2,0,0,Y,800,Y,0,Y,N,N,,N,,4,,,,,,,0,310 South Washington St Seattle WA 98104,"(47.6010176, -122.3297496)",47.6010176,-122.3297496
Greenwood Violin Studio,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,13000 Linden Ave N Seattle WA 98133,"(47.723804, -122.347351)",47.723804,-122.347351
Blick Art Materials,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,"1600 Broadway Ct Seattle, WA 98122","(47.6121708, -122.319849)",47.6121708,-122.319849
Elliott Bay Book Company,(206) 624-6600,https://www.elliottbaybook.com/,15000,Capitol Hill,N,Literary,2010,R,1916,,1973,1,1,180,Y,,Y,0,Y,,Y,,N,,5,,,,,,,0,1521 10th Ave Seattle WA 98122,"(47.6146657, -122.3196776)",47.6146657,-122.3196776
Emerald City Fired Arts Studio and Gallery,206-7210450,http://www.emeraldcityfiredarts.com/,1323,Mt. Baker,N,Visual,2013,O,2010,,2012,0,0,0,Y,1323,Y,2,Y,Y,Y,,N,,5,,,,,,,0,3333 Rainer Ave S Suite A Seattle WA 98144,"(47.572998, -122.294708)",47.572998,-122.294708
501 Commons,,,,Downtown,,Arts/Cultural Administration or Advocacy,,,,,,,,,,,,,,,,,,,,,,,,,,0,510 2nd Ave W Seattle WA 98119,"(47.6236732, -122.3590953)",47.6236732,-122.3590953
Gallery Mack's Art Connection,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,2100 Western Ave Seattle WA 98121,"(47.611458, -122.344795)",47.611458,-122.344795
Byrd Barr Place,206.812.4940,www.byrdbarrplace.org,10000,Madrona,Y,Service/Supply,1968,Currently in the process of ownership,1909,0000,1964,0,0,0,N,0,N,,Y,No,N,"We envision a strong and vibrant community, where all people have access to the basic needs to propel their health, well-being and prosperity.",C,No,5,5,Black community,Black community,Yes,Yes,,,722 18th AVE,"(47.608774, -122.308532)",47.608774,-122.308532
Washington Hall,(206) 316-7613,www.washingtonhall.org,7000,Central District,Y,Multi-use,2009,O,1908,0,1973,0,1,349,N,0,N,20,Y,Y,Y,,Y,,5,,,,,,,0,153 14th Ave Seattle WA 98122,"(47.60284, -122.3145874)",47.60284,-122.3145874
The Comic Stop U District,,,,,,Literary,,,,,,,,,,,,,,,,,,,,,,,,,,0,1307 NE 45th St Seattle WA 98105,"(47.66127, -122.314006)",47.66127,-122.314006
Canvas Paint & Sip,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,3418 Fremont Ave N Seattle WA 98103,"(47.650017, -122.349812)",47.650017,-122.349812
Hengda Dance Academy,(206) 287-9998,www.hengdadance.com,1100,International District,Y,Arts/Cultural Training or Education,1995,R,1985,2024,1993,3,0,,N,0,I don't know.,1,N,N,N,,Y,,5,,,,,,,0,815 S Weller St Seattle WA 98104,"(47.5972693, -122.321963)",47.5972693,-122.321963
Northwest Art & Frame,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,4733 California Ave SW Seattle WA 98116,"(47.5601782, -122.387154)",47.5601782,-122.387154
Foster White Gallery,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,220 3rd Ave S,"(47.600251, -122.329894)",47.600251,-122.329894
Hugo House,(206) 322-7030,www.hugohouse.org,11000,Capitol Hill,Y,Literary,2004,R,1900,,2000,2,2,87,,,Y,20,Y,Y,Y,,N,,2,,,,,,2016-05-15T00:00:00.000,1,1634 11th Ave Seattle WA 98122,"(47.6162473, -122.3178798)",47.6162473,-122.3178798
Ballard NW Senior Center,(206) 297-0403,www.BallardSeniorCenter.org,4200,Ballard,N,Community Center,1973,Other,1953,,1973,0,0,0,N,,Y,12,Y,Y,Y,,N,,5,,,,,,,0,5429 32nd NW Seattle WA 98107,"(47.668369, -122.398666)",47.668369,-122.398666
The Good Arts Building,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,110 Cherry St,"(47.602817, -122.334105)",47.602817,-122.334105
Da Projectz Music Recording Studio,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,"114 Alaskan Way South Suite 103 Seattle, WA 98104","(47.601212, -122.33522)",47.601212,-122.33522
MadArt,(206) 623-1180,www.madartseattle.com,3500,South Lake Union,N,Visual,2014,O,2014,,2009,1,0,0,Y,2000,Y,3,Y,Y,Y,,N,,5,,,,,,,0,325 Westlake Ave N Seattle WA 98109,"(47.6217088, -122.3389018)",47.6217088,-122.3389018
Vachon Gallery,(206) 296-2340,www.seattleu.edu/artsci/departments/fine-arts/venues/vachon,2000,First Hill,Y,Performance,2008,O,1910,0,2008,0,0,0,Y,,Y,,N,Y,Y,,N,,5,,,,,,,0,1000 E. Madison St Seattle WA 98122,"(47.61205715, -122.3191481)",47.61205715,-122.3191481
Moksha,2066322622,mokshaseattle.org,3000,University District,N,Multi-use,2002,R,1927,2017,2002,0,0,,Y,750,Y,0,Y,N,N,,N,,1,,,,,,,0,4542 NE University Way,"(47.662073, -122.31303)",47.662073,-122.31303
Studio 103,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,306 S Washington St,"(47.601093, -122.329817)",47.601093,-122.329817
Seattle PI/Hearst Media Services,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2901 3rd Ave Ste 120 Seattle WA 98121,"(47.618217, -122.35183)",47.618217,-122.35183
Kinsey Gallery,(206) 296-2340,www.seattleu.edu/artsci/departments/fine-arts/venues/kinsey,150,First Hill,Y,Visual,2008,O,2009,0,2008,0,0,0,Y,,Y,0,Y,Y,Y,,N,,5,,,,,,,0,824 12th Ave Seattle WA 98122,"(47.6100596, -122.3163837)",47.6100596,-122.3163837
The Studios,(206) 582-3878,www.thestudios.org,10000,Downtown,N,Multi-use,2014,R,1912,2024 with an option to renew for another 10 years,2013,1,1,120,N,0,Y,0,Y,Y,N,,N,,4,,,,,,,0,"1801 5th Avenue Seattle, WA 98101","(47.6127204, -122.3378104)",47.6127204,-122.3378104
Seattle Center Pacific Science Center,(206) 443-2001,www.pacificsciencecenter.org,177750,Seattle Center in Uptown,Y,Arts/Cultural Training or Education,1962,O,1962,0,1962,0,2,725,Y,12000,Y,162,Y,Y,Y,,N,,5,,,,,,,0,200 2nd Ave N Seattle WA 98109,"(47.61941385, -122.3508085)",47.61941385,-122.3508085
Paper Source,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2606 NE 46th St Seattle WA 98105,"(47.661911, -122.284111)",47.661911,-122.284111
Seattle ReCreative,(206) 659-9383,www.seattlerecreative.org,2250,Greenwood,Y,Service/Supply,2014,R,1940,2017,2014,0,0,0,Y,15,Partial,0,Y,Y,Y,,"We have been, but are not currently.",,4,,,,,,,0,8408 Greenwood Ave N Seattle WA 98103,"(47.690174, -122.354958)",47.690174,-122.354958
Skylark Cafe & Club,(206) 935-2111,www.skylarkcafe.com,2200,West Seattle,N,Performance,2006,R,1903,2024,2012,0,0,80,Y,400,Y,20,Y,N,Y,,N,,5,,,,,,,0,3803 Delridge Way SW Seattle WA 98106,"(47.5700038, -122.3625235)",47.5700038,-122.3625235
Belltown Ballet & Conditioning Studio,2068516526,www.belltownballet.com,2000,Belltown,N,Arts/Cultural Training or Education,2005,Rent,1940,2118,1986,3,0,,N,,Y,,Y,Yes,N,Teaching Ballet to adults.,N,No,1,1,Adult open ballet classes,Adult open ballet classes,N/A,N/A,,,2306 4th Avenue,,,
The Bush School Speaker Series,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,"3400 East Harrison St Seattle, WA 98112","(47.622829, -122.28698)",47.622829,-122.28698
Fuzzy Lounge Recording,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,4742 42nd Ave SW #617 Seattle WA 98116,"(47.560037, -122.385507)",47.560037,-122.385507
University of Washington Odegard Undergraduate Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,4060 George Washington Lane NE Seattle WA 98195,"(47.656479, -122.311352)",47.656479,-122.311352
Windows Art Gallery,(206) 632-7332,www.windowsart.com,800,Wallingford,N,Multi-use,1989,O,1920,,1989,0,0,0,Y,600,Partial,0,Y,Y,Y,,N,,4,,,,,,,0,4131 Woodland Park Ave N Seattle WA 98103,"(47.6575835, -122.344895)",47.6575835,-122.344895
Laundry Room Studio,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
Keys on Main,,,,,,Music,,,,,,,,,,,,,,,,,,,,,,,,,,0,11 Roy St Seattle WA 98109,"(47.6253458, -122.3561735)",47.6253458,-122.3561735
Seattle ArtREsource (CLOSED),(206) 838-2695,www.seattleartresource.com,2500,Pioneer Square,N,Visual,2006,O,1905,0,2006,1,0,0,Y,2500,N,8,Y,N,N,,N,,5,,,,,,2015-03-28T00:00:00.000,1,625 1st Ave #200 Seattle WA 98104,"(47.6024431, -122.3344096)",47.6024431,-122.3344096
Thunder Road Guitars,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,3916 California Ave SW Seattle WA 98116,"(47.568764, -122.386375)",47.568764,-122.386375
Sound Guitar Repair,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,118 N. 35th St #105 Seattle WA 98103,"(47.652184, -122.356773)",47.652184,-122.356773
Spectrum Dance Theater,(206) 325-4161,www.spectrumdance.org,4000,Madrona,Y,Performance,1980,R,1900,0,1980,0,1,85,,,N,0,Y,Y,N,,Y,,5,,,,,,,0,800 Lake Washington Blvd Seattle WA 98122,"(47.610049, -122.282632)",47.610049,-122.282632
MIA Gallery,(206) 467-4927,www.m-i-a-gallery.com,682,Downtown,N,Visual,2011,R,,2014,1990,0,0,0,,,Y,0,Y,N,Y,,N,,3,,,,,,,0,1203 2nd Ave Seattle WA 98101,"(47.6066246, -122.3369157)",47.6066246,-122.3369157
Hall Spassov Gallery,(206) 923-0816,www.hallspassov.com,5000,Pioneer Square,N,Visual,2002,R,1915,2017,2002,2,0,0,Y,5000,Y,0,Y,N,N,,N,,4,,,,,,,0,319 3rd Avenue S Seattle WA 98104,"(47.627403, -122.347137)",47.627403,-122.347137
Rain City Rock Camp for Girls,(206) 659-5471,www.raincityrockcamp.org,1200,Central District,Y,Music,2014,R,1940,2016,2008,2,0,0,N,0,N,0,Y,N,N,,N,,4,,,,,,,0,300 19th Ave Seattle WA 98122,"(47.6044443, -122.3074673)",47.6044443,-122.3074673
Living Computer Museum,,,,,,Arts/Cultural Training or Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,2245 1st Ave S Seattle WA 98134,"(47.5825204, -122.334653)",47.5825204,-122.334653
University Book Store,(206) 685-9920,www.ubookstore.com,90000,University District,N,Literary,1924,O,1920,,1900,3,,,N,,Y,94,Y,N,Y,,N,,5,,,,,,,0,4326 University Way NE Seattle WA 98105,"(47.6604253, -122.3128269)",47.6604253,-122.3128269
Revolution Books,(206) 325-7415,www.revolutionbookssea.org,1200,Pioneer Square,Y,Literary,2009,R,1889,No date.,1976,5,0,,Y,700,Y,0,Y,N,N,,N,,3,,,,,,,0,89 S Washington St Seattle WA 98104,"(47.600887, -122.334482)",47.600887,-122.334482
Pacific Fabrics and Crafts,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2230 4th Ave S Seattle WA 98134,"(47.582653, -122.328331)",47.582653,-122.328331
Seattle Center/Center House Theatre,(206) 684-7200,www.seattlecenter.com,22086,Seattle Center in Uptown,Y,Performance,1999,Other,1934,0,1999,0,3,367,Y,480,Y,0,N,Y,N,,Y,,5,,,,,,,0,305 Harrison St Seattle WA 98109,"(47.62056855, -122.350491)",47.62056855,-122.350491
METHOD Gallery,(206) 769-1151,http://www.methodgallery.com/,800,Pioneer Square,Y,Visual,2013,R,1907,0,2013,0,,,Y,800,N,,Y,,N,"The mission of METHOD Gallery is to foster and exhibit sculpture and installation that regards process, material, and concept, while engaging the METHOD space.",P,,2,4,no,no,N/A,N/A,,,106 Third Ave S,"(47.601458, -122.330209)",47.601458,-122.330209
Vignettes Gallery at El Capitan Apartments,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,1617 Yale Ave Seattle WA 98122,"(47.615807, -122.328384)",47.615807,-122.328384
SoDo MakerSpace,,,,,,Studios,,,,,,,,,,,,,,,,,,,,,,,,,,0,1914 Occidental Ave S Seattle WA 98134,"(47.585333, -122.33327)",47.585333,-122.33327
The Project Room,(206) 499-9641,www.projectroomseattle.org,750,Capitol Hill,Y,Multi-use,2011,R,1912,2015,2011,0,0,0,N,0,,0,Y,N,Y,,N,,4,,,,,,,0,1315 E Pine St Seattle WA 98122,"(47.6151596, -122.3147172)",47.6151596,-122.3147172
Cafe Weekend,,,850,Jackson Place,N,Cafe w/ Artist Workshop Space / Book & Zines,2009,R,2008,0,2008,0,0,0,Y,100,Y,,Y,No,N,To provide a central hub for the living community of residents and artist to meet & exchange ideas and share conversation.,N,No,2,2,Hiawatha Arts Corridor - Arts Community,Hiawatha Arts Corridor - Arts Community,Yes,Yes,,,"851 Hiawatha Place S. Seattle, Wa 98144","(47.594607, -122.309509)",47.594607,-122.309509
Art Xchange Gallery,(206) 839-0377,www.artxchange.org,2000,Pioneer Square,N,Visual,2005,O,,0,1995,2,0,0,Y,,Y,4,Y,Y,N,,N,,4,,,,,,,0,512 1st Ave S Seattle WA 98104,"(47.5979017, -122.3339034)",47.5979017,-122.3339034
Abmeyer + Wood Fine Art,(206) 628-9501,www.abmeyerwood.com,2500,Downtown,N,Visual,2012,R,1989,2019,2012,1,0,0,Y,2200,Y,0,Y,Y,N,,N,,5,,,,,,,0,1210 2nd Ave Seattle WA 98101,"(47.6070478, -122.3364073)",47.6070478,-122.3364073
Clearwater Film LLC,,,400,,N,Multi-use,2007,R,1900,,2005,,,200,N,,Y,,,N,N,,Y,,2,,,,,,,,1515 12th Ave Seattle WA 98102,"(47.614429, -122.317253)",47.614429,-122.317253
Daniel Smith Art Supplies,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,4150 1st Ave S Seattle WA 98134,"(47.5655555, -122.3336229)",47.5655555,-122.3336229
True Love Art Gallery,(206) 227-3572,www.trueloveart.com,1500,Capitol Hill,N,Visual,2011,R,1960,2016,2010,0,0,0,Y,1500,N,0,Y,N,Y,,N,,3,,,,,,,0,1525 Summit Ave Seattle WA 98122,"(47.6149584, -122.3257242)",47.6149584,-122.3257242
Avanti Art and Design/Avanti Co-Op Gallery,(206) 784-8475,www.avantiartdesign.org,1500,Phinney Ridge,,Visual,2012,R,1920,10,2011,1,0,0,Y,1100,,2,Y,Y,N,,N,,4,,,,,,,0,7601 Greenwood Ave N #101 Seattle WA 98103,"(47.6841406, -122.3555094)",47.6841406,-122.3555094
Artspace Mt Baker Lofts,,,,,,Live/Work,,,,,,,,,,,,,,,,,,,,,,,,,,0,2915 Rainier Avenue S Seattle WA 98144,"(47.577168, -122.297668)",47.577168,-122.297668
Cornish College of the Arts,(206) 726-5151,www.cornish.edu,400000,South Lake Union,Y,Arts/Cultural Training or Education,1921,O,1921,,1914,2,3,200,Y,2500,Partial,75,Y,Y,Y,,Y,,4,,,,,,,0,1000 Lenora Street Seattle WA 98121,"(47.6088638, -122.3413696)",47.6088638,-122.3413696
Fremont Studios,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,155 N 35th St Seattle WA 98103,"(47.6514144, -122.3555957)",47.6514144,-122.3555957
Seattle Public Library Southwest,(206) 684-7455,www.spl.org,15000,West Seattle,Y,Literary,1960,Other,1961,0,1913,1,0,0,N,0,Y,,Y,Y,Y,,Y,,5,,,,,,,0,9010 35th Ave S.W. Seattle WA 98126,"(47.522442, -122.3762926)",47.522442,-122.3762926
Magus Books,(206) 633-1800,www.magusbooksseattle.com,2800,University District,N,Literary,1978,R,1903,2016,1978,0,0,0,N,0,N,0,Y,N,N,,N,,3,,,,,,,0,1408 NE 42nd St Seattle WA 98105,"(47.6584363, -122.312882)",47.6584363,-122.312882
University of Washington Engineering Library,,,,,,Education,,,,,,,,,,,,,,,,,,,,,,,,,,0,Engineering Building West Stevens Way NE Seattle WA 98195,"(47.654649, -122.304544)",47.654649,-122.304544
Non-Breaking Space,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,532 1st Ave S,"(47.597447, -122.333684)",47.597447,-122.333684
Inscape Building,(206) 458-2716,www.inscapearts.org,77000,International District,N,Studios,2010,O,1930,0,2010,0,1,100,Y,600,Y,22,Y,Y,N,,N,,5,,,,,,,0,815 Seattle Blvd S Seattle WA 98134,"(47.59511695, -122.3270859)",47.59511695,-122.3270859
Salsa Con Todo,(206) 402-2945,www.salsacontodo.com,1900,Fremont,N,Performance,2010,R,1999,2015-10-01T00:00:00.000,2007,1,0,,N,,I don't know.,0,Y,N,N,,N,,1,,,,,,,0,750 North 34th St Seattle WA 98103,"(47.6494509, -122.3481059)",47.6494509,-122.3481059
Beacon Arts and Garden House,(206) 323-7733,http://www.beacon-arts.org/,200,Beacon Hill,Y,Music,2010,R,1883,,2009,1,0,80,N,0,Partial,20,Y,Y,Y,,Y,,3,,,,,,,0,2336 15th Ave S. Seattle WA 98144,"(47.58176075, -122.3130944)",47.58176075,-122.3130944
Blue Moon Tavern,,,,,,Performance,,,,,,,,,,,,,,,,,,,,,,,,,,0,712 NE 45th St Seattle WA 98105,"(47.6614953, -122.3199004)",47.6614953,-122.3199004
Fauntleroy Schoolhouse/Fauntleroy Community Service Agency,(425) 445-4064,www.fauntleroyschoolhouse.org,49000,West Seattle,Y,Community Center,2010,O,1917,,1980,1,1,275,N,,Y,150,Y,Y,Y,,N,,5,,,,,,,0,9131 California Ave SW Seattle WA 98136,"(47.521908, -122.388489)",47.521908,-122.388489
Edge of Glass Gallery,,,,,,Visual,,,,,,,,,,,,,,,,,,,,,,,,,,0,513 N 36th St # H Seattle WA 98103,"(47.6513564, -122.3515985)",47.6513564,-122.3515985
Gravelvoice,,www.scottcolburn.com,1000,Ballard,N,Music,2003,O,1908,0,1988,10,0,0,N,0,N,0,N,N,N,,N,,5,,,,,,,0,,,,
Mutiny Bay Studios,4257364322,www.mutinybaystudios.com,400,,N,Studios,2010,Own,,,2007,2,,,N,,N,,N,No,N,Studio art and public art and design services.,N,No,5,5,"I am a Mexican American artist with a home studio, which I use for creating art as well as meetings","I am a Mexican American artist with a home studio, which I use for creating art as well as meetings",Yes,Yes,,,18008 NE 196th St,"(47.76992, -122.099212)",47.76992,-122.099212
The Curious Nest,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,2916 NE 55th St Seattle WA 98105,"(47.668777, -122.295395)",47.668777,-122.295395
Harvard Exit Theatre (CLOSED),,,,,,Cinema,,,,,,,,,,,,,,,,,,,,,,,,,2015-01-31T00:00:00.000,1,807 E Roy St Seattle WA 98102,"(47.6250082, -122.3215822)",47.6250082,-122.3215822
Brooklyn Frame Shop,,,,,,Service/Supply,,,,,,,,,,,,,,,,,,,,,,,,,,0,4733 Brooklyn Ave NE Seattle WA 98105,"(47.664074, -122.314514)",47.664074,-122.314514
Mind Unwind Foundation,(206) 829-9128,www.mindunwind.org,2000,Admiral,Y,Arts/Cultural Training or Education,2011,R,2011,2017,2011,0,0,0,Y,500,Partial,0,Y,Y,Y,,N,,4,,,,,,,1,2206A California Ave SW Seattle WA 98116,"(47.583717, -122.386024)",47.583717,-122.386024
Youngstown Cultural Arts Center,(206) 935-2999,www.youngstownarts.org,18035,West Seattle,Y,Multi-use,2005,O,1917,0,2006,0,2,200,Y,1800,Y,54,Y,Y,N,,Y,,5,,,,,,,0,4408 Delridge Way SW Seattle WA 98106,"(47.56357765, -122.3630304)",47.56357765,-122.3630304
Horn of Africa Services,,,,,,Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,0,4714 Rainier Avenue South Suite 105 Seattle WA 98118,"(47.560077, -122.286461)",47.560077,-122.286461
Barbara Noonan Fine Art,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,312 S Washington St,"(47.60093, -122.32926)",47.60093,-122.32926
WordsWest Literary Series,2069301276,http://wordswestliterary.weebly.com,1500,West Seattle,O,Literary,2014,Other,1918,,2014,0,1,,Y,1000,,0,Y,N,Y,,N,,5,,,,,,,0,PO BOX 16035 Seattle WA 98116,,,
West of Lenin,(206) 352-1777,www.westoflenin.com,3400,Fremont,N,Performance,2011,O,1962,0,2011,1,2,0,Y,590,Partial,3,Y,Y,N,,N,,5,,,,,,,0,203 N 36th St Seattle WA 98103,"(47.6524012, -122.3563132)",47.6524012,-122.3563132
Ghost Light Theatricals/The Ballard Underground,(206) 395-5458,www.ghostlighttheatricals.org,2682,Ballard,Y,Performance,2009,R,1925,2016,2002,0,1,85,Y,200,,0,Y,Y,Y,,Y,,5,,,,,,,0,2220 NW Market Street Lower Level Seattle WA 98107,"(47.6691001, -122.3857909)",47.6691001,-122.3857909
